客户名称;股票代码;报告期;金额(万元)
广州市晨辉纸业有限公司;-;2014-06-30;17,025.40
湖南新时代财富投资实业有限公司;-;2014-06-30;10,007.41
新疆富丽达纤维有限公司;-;2014-06-30;8,452.47
唐山三友远达纤维有限公司;-;2014-06-30;5,719.94
读者出版传媒股份有限公司;603999.SH;2014-06-30;4,743.29
湖北特别关注传媒股份有限公司;832658.OC;2017-12-31;2,067.64
