客户名称;股票代码;报告期;金额(万元)
唐山市烯润科技发展有限公司;-;2017-12-31;3,299.79
青岛中天君和贸易有限公司;-;2017-12-31;3,139.95
烟台捷达润滑油有限公司;-;2017-12-31;2,414.55
乌鲁木齐市金丰达商贸有限公司;-;2017-12-31;1,263.62
青岛鑫祥琳润滑油有限公司;-;2017-12-31;1,221.23
一鑫达(天津)科技股份有限公司;430218.OC;2017-12-31;175.31
