供应商名称;股票代码;报告期;金额(万元)
湖南众鑫新材料科技股份有限公司;832678.OC;2017-12-31;3,235.87
焦作金鑫恒拓新材料股份有限公司;839391.OC;2017-12-31;3,000.95
广东广安科技股份有限公司;839867.OC;2017-12-31;185.07
