客户名称;股票代码;报告期;金额(万元)
国网宁夏电力公司;-;2017-12-31;77,534.13
内蒙古电力(集团)有限责任公司;-;2017-12-31;8,336.62
振发新能源科技有限公司;-;2017-12-31;1,229.05
中国水电四局(酒泉)新能源装备有限公司;-;2017-12-31;1,074.74
中国启源工程设计研究院有限公司;-;2017-12-31;738.48
