客户名称;股票代码;报告期;金额(万元)
中国石油天然气股份有限公司;601857.SH;2017-12-31;9,523.67
大庆油田有限责任公司;-;2017-12-31;5,500.61
Apache Corporation;-;2017-12-31;5,217.21
