客户名称;股票代码;报告期;金额(万元)
北京合众思壮科技股份有限公司;002383.SZ;2014-12-31;813.68
北京精英智通科技股份有限公司;430325.OC;2014-12-31;476.50
中国航天科技集团有限公司;-;2014-12-31;472.44
西安华众电子科技股份有限公司;838056.OC;2014-12-31;364.34
