供应商名称;股票代码;报告期;金额(万元)
麦克奥迪(厦门)电气股份有限公司;300341.SZ;2016-12-31;2,746.60
厦门耐德电气有限公司;-;2016-12-31;2,041.12
贵研铂业股份有限公司;600459.SH;2016-12-31;1,982.45
陕西宝光集团有限公司;-;2016-12-31;1,948.47
