板块名称
航母
并购阶段(需定增)
并购预案阶段(MA)
央企
央企重组
高端装备制造
全A
海洋旅游
广东自贸区
中俄军演
南沙新区
三旧改造
船舶
海洋经济
海洋工程
海上丝绸之路
海工装备
南海
军工改制
中字头
中船集团
机电产品
南北船合并
中船系
