板块名称
卫星导航
全A
核高基
国产软硬件
元器件
四川自贸区
空天一体化
地理信息
GPU
环境遥感
北斗导航
TIMU芯片
ETC
军工改制
航空航天
电子信息
信息消费
互联网平台
国产替代
遥感技术
成都天府新区
互联网大会
