板块名称
并购阶段(需定增)
数字电视
地方国企
三网融合
并购待实施阶段(MA)
仪电仪表
家电
融资融券标的
四川省国资
绵阳市国资
军民融合
全A
元器件
机顶盒
地方国资改革
电子信息
融资融券
