00012;5G非独立组网标准化完成时间提前 8股望受益
00018;中移动2017物联网专网核心网集采 中兴通讯(000063)等中标
00036;赛欧必弗(870068)成为新三板上又一家VR概念股公司
00050;香港电讯(06823):5G需时至少两年建设投资 现有频谱未足以支持
00054;中国联通(600050)陆益民:物联网连接数破5000万
00085;手机高端芯片折戟 联发科转攻物联网芯片
00110;英特尔转型数据公司
00114;通信设备及服务行业:物联网时代正加速到来
00128;高通中兴及中移动将开展5G互操作性测试
00129;物联网发展标准将出台 龙头企业受益
00188;中国首条智能管道中俄东线初步设计通过审查
00257;NB-IoT加速标准化 产业链参与公司受益
00287;5G商用将创12.3 万亿美元市场 业内预计2035年见效益
00321;人工智能芯片发展有望提速
00322;智能手机改写网游格局 手游规模达800多亿元(受益股)
00356;信维通信(300136):5G战略合作完善射频前端业务布局
00432;5G商用明年迈出第一步:联通(600050)将开展通信云网络商业试点部署
00476;5G概念:主题"金矿"是怎样炼成的
00499;三川智慧(300066)领衔NB-IoT规模商用 2018年产业将迎爆发期
00515;接力谷歌 联想手机押宝模块化
00525;投入超1800亿美元!5G的中国机会有哪些?
00548;物联网:无线通信模块行业研究与思考
00599;虚拟现实产业投资现状及投资前景分析
00602;[看好评级]通信行业2017年投资策略:关注新技术标准带来的增量市场 掘金潮头细分领域
00679;5G明确C波段频率使用规划的5层意义
00701;5G前夜:巨额投资下的可持续矛盾
00705;低功耗、低成本技术吸引运营商布局物联网
00707;重庆力争首批5G试点城市 通信设备景气提升
00711;拉卡拉进军可穿戴设备领域 借互联网POS+突围收单业务
00730;移动游戏产业还能火多久?《王者荣耀》月活和日活近半年翻倍
00746;中电信(00728)物联网先行一步:推出全球首个NB-IoT业务套餐
00811;黄宇红:5G独立组网版本将于明年6月完成
00854;联想(00992)无意进军新能源汽车
00932;数字无纸化货币时代悄悄来了
00939;物联网让更多智能家居应用成为可能
00981;中兴通讯(000063)投入二阶段5G测试,近期优选光通信和5G
01000;VR电影难拍 导演不知道该站哪儿
01051;"吃鸡"手游风靡背后 游戏行业蛋糕如何分一杯羹?
01054;中兴通讯(000063)发布新一代物联网平台
01062;窄带物联网规模商用有望提速
01067;天彩控股(03882)决定采用自有品牌制造及销售VR相机
01071;中兴通讯(000063)牵手京东 战略合作拥抱5G时代
01076;富瑞:工信部发出5G频谱咨询 预计中国移动获两倍频谱
01084;PlayStation VR用户感知分析显示:用户对该设备满意度高
01085;爱立信掘金物联网:聚焦核心竞争力 助推数字化转型
01161;5G行业:手机射频滤波器快速增长 推荐3只个股
01183;工信部拟加快5G重点频率规划
01191;高通:当我们在谈论5G的时,我们在谈些什么?
01201;通信行业2018年年度策略报告:聚焦5G基站
01265;商用节点临近 中国通讯业如何进行"5G超越"
01303;IDC公布2017年全球智能手机出货量:首次下滑 今年将恢复增长
01306;五年三个"100"企业目标背后阿里的物联网野心
01321;5G时代 中国谋求"领跑者"角色
01333;中科创达(300496):公司在无人驾驶和人工智能领域尚处于投入期
01380;放心吧:5G比想象中更早到来 标准或将2019年面世
01394;5G概念股持续活跃 关注产业链股投资机会
01410;工信部正推动物联网标准化 产业链公司迎机遇
01512;前沿技术助力5G时代渐近 全球移动通信业再临颠覆发展期窗口
01519;通信:5G寄托中国角逐全球通信话语权愿景 细分龙头承载产业链"升级"希望
01546;亚投行首个对华项目签约:帮北京建天然气网进510村庄
01614;VR(虚拟现实)行业格局及商业模式分析
01633;戴尔将成立物联网部门 投资10亿美元用于研发
01682;海外市场亮点频出 中兴通讯(000063)上半年营收净利双升
01684;5G商用在即 设备商率先受益
01697;中国信息通信研究院发布的《5G在中国:展望和地区比较》报告预计
01701;5G标准预计2018年6月亮相 概念股望提前启动
01726;虚拟现实将应用手势识别技术 概念股有望再获关注
01732;硕贝德(300322):指纹识别破局,天线厚积而薄发
01738;高新兴(300098):扩充物联网生态版图 买入评级
01758;移动(00941)携中兴(00763)打造公共物联网首家完成NB-IoT外场测试
01767;多元发展财源广进腾讯游戏业务占比逐级下降
01821;通宇通讯(002792):5G到来前天线市场总量趋稳存区域变化
01837;5G发牌时间预计在19年 三细分领域详解投资机会
01896;中兴(000063)宣布2018年第3季度开始5G商用预部署
01902;发改委重点支持5G组网建设 关注5G产业链龙头
01947;智能显示行业深度报告:3D燃点新视觉,VR "yang"
01964;5G时代通信产业"弯道超车"?业界:空间广阔 痛点突出
01975;窄带物联网迈向商业化智能停车系统应用提速
01998;我国量子通信研发再获突破 产业迎高速发展
02023;5G影响白皮书:2020年将创造约920亿元GDP
02080;[买入评级]电子行业简评:从5G华为POLAR CODE编码标准看电子投资机会
02090;获得国际顶级IP 东方明珠(600637)游戏战略全面升级
02133;首个版本5G标准预计2018年6月亮相
02227;第三代北斗芯片发布 相关企业打开市场空间
02259;高通华为同日宣布完成新空口规范下的5G连接
02301;智能手机陷红利真空 AI注定是神队友
02316;展讯芯片平台被印度首款4G功能手机采用 现已上市
