供应商名称;股票代码;报告期;金额(万元)
广东万顺日化有限公司;-;2016-12-31;5,103.38
巴斯夫(中国)有限公司;-;2016-12-31;3,329.33
汕头市潮南区环塑实业有限公司;-;2016-12-31;2,987.76
上海寰球实业发展有限公司;-;2016-12-31;1,792.69
广东正迪科技股份有限公司;836651.OC;2017-12-31;530.06
