客户名称;股票代码;报告期;金额(万元)
北汽银翔汽车有限公司;-;2017-06-30;5,738.71
内蒙古欧意德发动机有限公司;-;2017-06-30;3,418.80
沈阳新光华翔汽车发动机制造有限公司;-;2017-06-30;2,543.16
江西腾勒动力有限公司;-;2017-06-30;2,521.37
南京依维柯汽车有限公司;-;2017-06-30;1,983.76
