供应商名称;股票代码;报告期;金额(万元)
Markes International Ltd;-;2017-12-31;1,979.69
苏州聚阳环保科技股份有限公司;831221.OC;2016-12-31;116.97
天津麒聚科技股份有限公司;836407.OC;2016-12-31;18.46
