供应商名称;股票代码;报告期;金额(万元)
千禧之星珠宝股份有限公司;-;2015-12-31;3,264.26
陕西华亿建筑装饰工程股份有限公司;871869.OC;2016-12-31;204.08
苏州微缔软件股份有限公司;832400.OC;2016-12-31;51.81
