客户名称;股票代码;报告期;金额(万元)
深圳市森日有机硅材料股份有限公司;837655.OC;2017-12-31;571.35
深圳市奥伦德科技股份有限公司;832016.OC;2017-12-31;328.92
广东思威特智能科技股份有限公司;837454.OC;2017-12-31;318.49
合肥神舟催化净化器股份有限公司;870379.OC;2017-12-31;282.87
