供应商名称;股票代码;报告期;金额(万元)
苏州未来电器股份有限公司;833054.OC;2017-12-31;1,916.37
苏州万龙电气集团股份有限公司;831701.OC;2017-12-31;706.72
哈尔滨东大高新材料股份有限公司;837710.OC;2017-12-31;295.73
