客户名称;股票代码;报告期;金额(万元)
雏鹰农牧集团股份有限公司;002477.SZ;2014-12-31;527.49
广东华农温氏畜牧股份有限公司;-;2014-12-31;194.73
安徽长风农牧科技有限公司;-;2014-12-31;170.33
福清市永诚畜牧有限公司;-;2014-12-31;136.52
襄阳正大农牧食品有限公司;-;2014-12-31;131.64
