供应商名称;股票代码;报告期;金额(万元)
诺斯贝尔化妆品股份有限公司;835320.OC;2017-12-31;5,446.79
惠州宝柏包装有限公司;-;2017-12-31;4,314.48
广州永新包装有限公司;-;2017-12-31;3,524.39
广州正卓印刷有限公司;-;2017-12-31;3,451.49
广州市李记包装材料有限公司;-;2017-12-31;2,891.51
