客户名称;股票代码;报告期;金额(万元)
临清三和纺织集团有限公司;-;2017-12-31;13,465.00
汕头市潮南区金利鹏布业有限公司;-;2017-12-31;7,373.90
佛山市丰宝纺织有限公司;-;2017-12-31;6,814.49
河南华星科创股份有限公司;872615.OC;2017-12-31;1,309.61
