客户名称;股票代码;报告期;金额(万元)
浙江特产石化有限公司;-;2014-12-31;31,732.00
黑龙江倍丰农业生产资料集团有限公司;-;2014-12-31;28,201.42
新疆农资集团有限责任公司;-;2014-12-31;25,457.26
中化化肥有限公司;-;2014-12-31;24,618.48
