客户名称;股票代码;报告期;金额(万元)
深圳市明泰智能技术有限公司;-;2016-06-30;597.47
深圳达实智能股份有限公司;002421.SZ;2016-06-30;539.21
中国邮政速递物流股份有限公司;-;2016-06-30;501.59
江苏吉美思物联网产业股份有限公司;830887.OC;2017-12-31;297.13
北京诺君安信息技术股份有限公司;832267.OC;2017-12-31;170.44
