供应商名称;股票代码;报告期;金额(万元)
中芯国际集成电路制造有限公司;2920.HKS;2016-12-31;11,292.08
上海捷策创电子科技有限公司;-;2016-12-31;2,200.26
江苏长电科技股份有限公司;600584.SH;2016-12-31;967.65
