客户名称;股票代码;报告期;金额(万元)
北京新能源汽车股份有限公司及其关联公司;-;2018-03-31;5,365.76
北京市意耐特科技有限公司;-;2018-03-31;2,784.00
安徽江淮汽车集团股份有限公司及其关联公司;-;2018-03-31;1,979.19
深圳巴斯巴科技发展有限公司及其关联公司;-;2018-03-31;976.87
浙江吉利汽车有限公司及其关联公司;-;2018-03-31;782.84
广州市莱帝亚照明股份有限公司;871379.OC;2015-12-31;547.18
