供应商名称;股票代码;报告期;金额(万元)
上海宝冶集团有限公司;-;2017-12-31;6,782.09
北京港源幕墙有限公司;-;2017-12-31;2,897.77
中建五局工业设备安装有限公司;-;2017-12-31;1,529.12
长春市润锋建筑安装工程有限责任公司;-;2017-12-31;969.60
北京利华消防工程有限公司;-;2017-12-31;716.41
