供应商名称;股票代码;报告期;金额(万元)
德之馨公司;-;2017-12-31;6,377.09
苏州市妙可食品贸易有限公司;-;2017-12-31;3,031.49
German Flavour Technology GmbH;-;2017-12-31;2,340.69
广州市年和精细化工贸易有限公司;-;2017-12-31;2,123.61
曼氏(上海)香精香料有限公司;-;2017-12-31;1,735.98
新疆冀源生物科技开发有限公司;-;2017-12-31;891.98
Frutarom (UK) Holdings Limited;-;2017-12-31;817.24
广东哲诚化工原料有限公司;-;2017-12-31;774.33
SKC Co., Ltd.;-;2017-12-31;664.25
上海孚景精细化工有限公司;-;2017-12-31;574.64
