供应商名称;股票代码;报告期;金额(万元)
哈尔滨电机厂有限责任公司;-;2017-12-31;12,457.44
中设(苏州)机械设备工程有限公司;-;2017-12-31;3,397.97
北京电力设备总厂有限公司;-;2017-12-31;1,707.69
江苏省电力公司苏州供电公司;-;2017-12-31;1,630.43
国网电力科学研究院武汉南瑞有限责任公司;-;2017-12-31;1,017.62
西安爱科赛博电气股份有限公司;-;2015-03-31;100.85
