供应商名称;股票代码;报告期;金额(万元)
明阳智慧能源集团股份公司;-;2017-12-31;9,691.20
福建省电力勘测设计院;-;2017-12-31;9,419.29
宁波东方电缆股份有限公司;603606.SH;2017-12-31;1,891.85
江西省水电工程局;-;2017-12-31;1,763.32
