客户名称;股票代码;报告期;金额(万元)
华生电机(广东)有限公司;-;2014-12-31;4,545.62
珠海凌达压缩机有限公司;-;2014-12-31;2,931.81
郑州凌达压缩机有限公司;-;2014-12-31;2,567.79
广东威灵电机制造有限公司;-;2014-12-31;2,510.63
