客户名称;股票代码;报告期;金额(万元)
国网山西省电力公司;-;2016-12-31;109,041.42
山西西山晋兴能源有限责任公司;-;2016-12-31;12,626.87
中石油北京天然气管道有限公司;-;2016-12-31;8,386.95
阳泉市热力公司;-;2016-12-31;7,336.16
山西中阳钢铁有限公司;-;2016-12-31;7,255.83
