客户名称;股票代码;报告期;金额(万元)
一汽-大众汽车有限公司;-;2017-06-30;58,098.47
广州汽车集团股份有限公司;601238.SH;2017-06-30;43,402.90
上汽通用五菱汽车股份有限公司;-;2017-06-30;41,086.12
MAZDA MOTOR;-;2017-06-30;28,332.55
长城汽车股份有限公司;601633.SH;2017-06-30;28,000.92
