客户名称;股票代码;报告期;金额(万元)
深圳市金立通信设备有限公司;-;2015-12-31;12,315.72
上海嘉里食品工业有限公司;-;2015-12-31;11,350.48
上海东方娱乐传媒集团有限公司;-;2015-12-31;10,036.48
广州市天曦广告有限公司;-;2015-12-31;9,905.66
韩后化妆品股份有限公司;-;2015-12-31;9,009.43
