供应商名称;股票代码;报告期;金额(万元)
沈阳远达环保工程有限公司;-;2016-12-31;7,520.58
黑龙江恒泰建设集团有限公司;-;2016-12-31;4,557.69
贵溪发电有限责任公司;-;2016-12-31;4,383.46
