公司名称;股票代码;营业总收入(万元)
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
招商局蛇口工业区控股股份有限公司;001979.SZ;7,545,468.22
海南天然橡胶产业集团股份有限公司;601118.SH;1,081,832.27
东旭蓝天新能源股份有限公司;000040.SZ;813,102.53
黑龙江北大荒农业股份有限公司;600598.SH;299,241.46
深圳市物业发展(集团)股份有限公司;000011.SZ;290,469.07
甘肃亚盛实业(集团)股份有限公司;600108.SH;206,634.17
广东威华股份有限公司;002240.SZ;201,827.83
深圳经济特区房地产(集团)股份有限公司;000029.SZ;134,591.26
罗牛山股份有限公司;000735.SZ;133,008.05
广西丰林木业集团股份有限公司;601996.SH;130,169.00
中信海洋直升机股份有限公司;000099.SZ;126,976.14
深圳市广聚能源股份有限公司;000096.SZ;124,317.37
福建省永安林业(集团)股份有限公司;000663.SZ;124,003.41
深圳市天地(集团)股份有限公司;000023.SZ;122,918.71
新疆塔里木农业综合开发股份有限公司;600359.SH;108,470.14
吉林森林工业股份有限公司;600189.SH;102,607.07
沙河实业股份有限公司;000014.SZ;51,314.10
新疆天山畜牧生物工程股份有限公司;300313.SZ;19,530.57
福建金森林业股份有限公司;002679.SZ;17,489.81
