公司名称;股票代码;营业总收入(万元)
中国铝业股份有限公司;601600.SH;18,008,075.00
山东南山铝业股份有限公司;600219.SH;1,706,788.08
河南明泰铝业股份有限公司;601677.SH;1,036,629.54
广东东阳光科技控股股份有限公司;600673.SH;741,190.35
新疆众和股份有限公司;600888.SH;600,612.03
江苏常铝铝业股份有限公司;002160.SZ;406,385.04
江苏亚太轻合金科技股份有限公司;002540.SZ;340,748.96
山东宏创铝业控股股份有限公司;002379.SZ;144,649.53
苏州罗普斯金铝业股份有限公司;002333.SZ;103,248.07
宁波富邦精业集团股份有限公司;600768.SH;80,467.08
苏州市世嘉科技股份有限公司;002796.SZ;57,669.27
肇庆华锋电子铝箔股份有限公司;002806.SZ;43,948.41
山东江泉实业股份有限公司;600212.SH;25,173.24
中房置业股份有限公司;600890.SH;7,654.22
