公司名称;股票代码;营业总收入(万元)
中国平安保险(集团)股份有限公司;601318.SH;89,088,200.00
中国人寿保险股份有限公司;601628.SH;65,319,500.00
中国太平洋保险(集团)股份有限公司;601601.SH;31,980,900.00
绿地控股集团股份有限公司;600606.SH;29,041,822.28
厦门建发股份有限公司;600153.SH;21,860,157.90
厦门象屿股份有限公司;600057.SH;20,329,063.43
TCL集团股份有限公司;000100.SZ;11,172,744.20
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
恒逸石化股份有限公司;000703.SZ;6,428,384.81
新希望六和股份有限公司;000876.SZ;6,256,684.86
中国长江电力股份有限公司;600900.SH;5,014,684.86
中信证券股份有限公司;600030.SH;4,329,163.41
三一重工股份有限公司;600031.SH;3,833,508.70
南京钢铁股份有限公司;600282.SH;3,760,066.41
上海国际港务(集团)股份有限公司;600018.SH;3,742,394.62
江苏汇鸿国际集团股份有限公司;600981.SH;3,679,995.77
内蒙古西水创业股份有限公司;600291.SH;3,024,642.19
中国医药健康产业股份有限公司;600056.SH;3,010,233.86
浙江海亮股份有限公司;002203.SZ;2,991,339.57
山鹰国际控股股份公司;600567.SH;1,746,968.26
远东智慧能源股份有限公司;600869.SH;1,726,023.76
北京金一文化发展股份有限公司;002721.SZ;1,532,010.70
浙江龙盛集团股份有限公司;600352.SH;1,510,089.99
力帆实业(集团)股份有限公司;601777.SH;1,260,044.35
安徽省皖能股份有限公司;000543.SZ;1,220,743.34
湖北三峡新型建材股份有限公司;600293.SH;1,205,049.22
梅花生物科技集团股份有限公司;600873.SH;1,113,216.11
牧原食品股份有限公司;002714.SZ;1,004,241.59
无锡商业大厦大东方股份有限公司;600327.SH;916,757.69
宁波杉杉股份有限公司;600884.SH;827,054.09
