公司名称;股票代码;营业总收入(万元)
中国东方红卫星股份有限公司;600118.SH;738,523.31
东华软件股份公司;002065.SZ;729,012.85
浙江金洲管道科技股份有限公司;002443.SZ;386,294.77
广州海格通信集团股份有限公司;002465.SZ;335,207.07
北京易华录信息技术股份有限公司;300212.SZ;299,335.63
深圳日海通讯技术股份有限公司;002313.SZ;298,978.61
北京合众思壮科技股份有限公司;002383.SZ;228,770.37
北京北斗星通导航技术股份有限公司;002151.SZ;220,426.71
北京四维图新科技股份有限公司;002405.SZ;215,648.78
启明信息技术股份有限公司;002232.SZ;171,220.90
北京超图软件股份有限公司;300036.SZ;124,975.85
北京数字政通科技股份有限公司;300075.SZ;120,297.70
广州中海达卫星导航技术股份有限公司;300177.SZ;102,079.07
北京华力创通科技股份有限公司;300045.SZ;57,092.37
成都振芯科技股份有限公司;300101.SZ;44,118.54
