公司名称;股票代码;营业总收入(万元)
TCL集团股份有限公司;000100.SZ;11,172,744.20
京东方科技集团股份有限公司;000725.SZ;9,380,047.92
欧菲科技股份有限公司;002456.SZ;3,379,103.14
东旭光电科技股份有限公司;000413.SZ;1,733,636.42
苏州东山精密制造股份有限公司;002384.SZ;1,538,956.56
天马微电子股份有限公司;000050.SZ;1,401,250.05
康得新复合材料集团股份有限公司;002450.SZ;1,178,907.35
大族激光科技产业集团股份有限公司;002008.SZ;1,156,009.35
广东汕头超声电子股份有限公司;000823.SZ;433,312.70
深圳莱宝高科技股份有限公司;002106.SZ;398,934.98
凯盛科技股份有限公司;600552.SH;354,704.87
汕头万顺包装材料股份有限公司;300057.SZ;321,280.82
苏州锦富技术股份有限公司;300128.SZ;302,146.41
浙江永太科技股份有限公司;002326.SZ;275,112.23
杭州士兰微电子股份有限公司;600460.SH;274,179.18
中节能万润股份有限公司;002643.SZ;245,639.12
天通控股股份有限公司;600330.SH;217,936.10
深圳市新纶科技股份有限公司;002341.SZ;206,442.45
深圳市大富科技股份有限公司;300134.SZ;177,929.52
深圳市纺织(集团)股份有限公司;000045.SZ;147,554.57
广东正业科技股份有限公司;300410.SZ;126,537.89
洛阳隆华传热节能股份有限公司;300263.SZ;106,832.32
大连智云自动化装备股份有限公司;300097.SZ;91,299.18
武汉精测电子集团股份有限公司;300567.SZ;89,508.10
中颖电子股份有限公司;300327.SZ;68,572.48
常州强力电子新材料股份有限公司;300429.SZ;63,995.50
濮阳惠成电子材料股份有限公司;300481.SZ;54,091.95
彩虹显示器件股份有限公司;600707.SH;45,280.93
深圳丹邦科技股份有限公司;002618.SZ;31,715.85
江苏南大光电材料股份有限公司;300346.SZ;17,721.35
