公司名称;股票代码;营业总收入(万元)
北京东方园林环境股份有限公司;002310.SZ;1,522,610.17
深圳市铁汉生态环境股份有限公司;300197.SZ;818,779.03
内蒙古蒙草生态环境(集团)股份有限公司;300355.SZ;557,888.80
棕榈生态城镇发展股份有限公司;002431.SZ;525,325.91
岭南生态文旅股份有限公司;002717.SZ;477,874.08
山东美晨生态环境股份有限公司;300237.SZ;388,851.61
广州普邦园林股份有限公司;002663.SZ;357,613.95
深圳文科园林股份有限公司;002775.SZ;256,544.06
美尚生态景观股份有限公司;300495.SZ;230,365.15
华塑控股股份有限公司;000509.SZ;224,089.03
山东丽鹏股份有限公司;002374.SZ;185,781.75
云南旅游股份有限公司;002059.SZ;162,147.09
江苏东珠景观股份有限公司;603359.SH;122,437.66
花王生态工程股份有限公司;603007.SH;103,678.35
元成环境股份有限公司;603388.SH;84,189.23
深圳美丽生态股份有限公司;000010.SZ;75,788.57
大千生态环境集团股份有限公司;603955.SH;67,802.61
云南云投生态环境科技股份有限公司;002200.SZ;66,826.63
北京乾景园林股份有限公司;603778.SH;54,916.32
武汉农尚环境股份有限公司;300536.SZ;42,465.50
上海沃施园艺股份有限公司;300483.SZ;38,491.91
河南东方银星投资股份有限公司;600753.SH;34,623.34
杭州园林设计院股份有限公司;300649.SZ;18,357.04
