公司名称;股票代码;营业总收入(万元)
杭州联络互动信息科技股份有限公司;002280.SZ;1,234,502.11
完美世界股份有限公司;002624.SZ;792,981.50
乐视网信息技术(北京)股份有限公司;300104.SZ;709,607.76
浙江华策影视股份有限公司;300133.SZ;524,558.97
青岛金王应用化学股份有限公司;002094.SZ;467,652.87
上海新朋实业股份有限公司;002328.SZ;394,839.62
奥飞娱乐股份有限公司;002292.SZ;364,246.41
北京昆仑万维科技股份有限公司;300418.SZ;343,636.97
恺英网络股份有限公司;002517.SZ;313,401.91
宋城演艺发展股份有限公司;300144.SZ;302,383.12
快乐购物股份有限公司;300413.SZ;298,376.07
广博集团股份有限公司;002103.SZ;237,849.58
暴风集团股份有限公司;300431.SZ;191,497.37
北京光线传媒股份有限公司;300251.SZ;184,345.28
杭州顺网科技股份有限公司;300113.SZ;181,580.93
浙报数字文化集团股份有限公司;600633.SH;162,662.06
中南红文化集团股份有限公司;002445.SZ;152,530.28
北京华联商厦股份有限公司;000882.SZ;109,595.61
南极电商股份有限公司;002127.SZ;98,578.68
山东共达电声股份有限公司;002655.SZ;78,694.01
华斯控股股份有限公司;002494.SZ;63,395.84
巴士在线股份有限公司;002188.SZ;59,067.96
湖北盛天网络技术股份有限公司;300494.SZ;38,836.94
上海游久游戏股份有限公司;600652.SH;17,655.42
金亚科技股份有限公司;300028.SZ;2,291.93
