公司名称;股票代码;营业总收入(万元)
中国建筑股份有限公司;601668.SH;105,410,650.30
万科企业股份有限公司;000002.SZ;24,289,711.03
上海建工集团股份有限公司;600170.SH;14,208,263.86
苏州金螳螂建筑装饰股份有限公司;002081.SZ;2,099,640.59
江河创建集团股份有限公司;601886.SH;1,529,657.25
宁波建工股份有限公司;601789.SH;1,474,627.12
北新集团建材股份有限公司;000786.SZ;1,116,434.35
浙江亚厦装饰股份有限公司;002375.SZ;906,879.70
长江精工钢结构(集团)股份有限公司;600496.SH;653,277.59
华东建筑集团股份有限公司;600629.SH;528,974.50
安徽鸿路钢结构(集团)股份有限公司;002541.SZ;503,285.52
杭萧钢构股份有限公司;600477.SH;462,816.54
中国武夷实业股份有限公司;000797.SZ;417,155.99
东易日盛家居装饰集团股份有限公司;002713.SZ;361,249.34
安徽富煌钢构股份有限公司;002743.SZ;281,292.80
惠达卫浴股份有限公司;603385.SH;274,820.15
厦门市建筑科学研究院集团股份有限公司;002398.SZ;199,765.57
中衡设计集团股份有限公司;603017.SH;145,429.45
北京恒通创新赛木科技股份有限公司;300374.SZ;106,659.03
苏州罗普斯金铝业股份有限公司;002333.SZ;103,248.07
成都硅宝科技股份有限公司;300019.SZ;72,823.06
启迪设计集团股份有限公司;300500.SZ;50,815.94
太空智造股份有限公司;300344.SZ;46,884.29
