公司名称;股票代码;营业总收入(万元)
上海钢联电子商务股份有限公司;300226.SZ;7,369,705.13
广东领益智造股份有限公司;002600.SZ;1,592,516.98
苏州天沃科技股份有限公司;002564.SZ;1,040,368.36
航天通信控股集团股份有限公司;600677.SH;1,019,558.56
深圳华强实业股份有限公司;000062.SZ;829,788.09
深圳世联行地产顾问股份有限公司;002285.SZ;821,154.70
冠城大通股份有限公司;600067.SH;689,698.93
用友网络科技股份有限公司;600588.SH;634,365.85
重庆宗申动力机械股份有限公司;001696.SZ;519,726.90
腾邦国际商业服务集团股份有限公司;300178.SZ;352,964.99
深圳市农产品股份有限公司;000061.SZ;244,628.14
新疆赛里木现代农业股份有限公司;600540.SH;110,260.28
盛达矿业股份有限公司;000603.SZ;109,602.06
浙江凯恩特种材料股份有限公司;002012.SZ;102,839.01
中捷资源投资股份有限公司;002021.SZ;100,244.91
浙江中国轻纺城集团股份有限公司;600790.SH;92,467.60
浙江祥源文化股份有限公司;600576.SH;79,171.18
浙江网盛生意宝股份有限公司;002095.SZ;36,193.34
熊猫金控股份有限公司;600599.SH;34,299.56
上海岩石企业发展股份有限公司;600696.SH;17,508.93
