公司名称;股票代码;营业总收入(万元)
苏宁易购集团股份有限公司;002024.SZ;18,792,776.40
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
康美药业股份有限公司;600518.SH;2,647,697.10
烽火通信科技股份有限公司;600498.SH;2,105,622.47
内蒙古君正能源化工集团股份有限公司;601216.SH;773,950.93
上海美特斯邦威服饰股份有限公司;002269.SZ;647,235.92
苏州新区高新技术产业股份有限公司;600736.SH;624,248.69
上海大众公用事业(集团)股份有限公司;600635.SH;470,013.54
深圳市金证科技股份有限公司;600446.SH;422,774.60
西南证券股份有限公司;600369.SH;306,076.48
大恒新纪元科技股份有限公司;600288.SH;296,625.09
浙江瀚叶股份有限公司;600226.SH;131,742.94
上海海欣集团股份有限公司;600851.SH;100,043.68
新疆国际实业股份有限公司;000159.SZ;35,604.56
