公司名称;股票代码;营业总收入(万元)
TCL集团股份有限公司;000100.SZ;11,172,744.20
中兴通讯股份有限公司;000063.SZ;10,881,527.30
紫光股份有限公司;000938.SZ;3,907,104.09
同方股份有限公司;600100.SH;2,598,938.73
浪潮电子信息产业股份有限公司;000977.SZ;2,548,817.57
深圳长城开发科技股份有限公司;000021.SZ;1,420,977.86
中国长城科技集团股份有限公司;000066.SZ;950,683.88
鹏博士电信传媒集团股份有限公司;600804.SH;816,969.87
福建星网锐捷通讯股份有限公司;002396.SZ;770,513.56
东华软件股份公司;002065.SZ;729,012.85
东软集团股份有限公司;600718.SH;713,113.47
上海华东电脑股份有限公司;600850.SH;659,781.22
用友网络科技股份有限公司;600588.SH;634,365.85
曙光信息产业股份有限公司;603019.SH;629,422.34
广州杰赛科技股份有限公司;002544.SZ;597,797.07
北京华胜天成科技股份有限公司;600410.SH;543,119.42
太极计算机股份有限公司;002368.SZ;529,958.85
中国软件与技术服务股份有限公司;600536.SH;494,299.55
上海宝信软件股份有限公司;600845.SH;477,577.95
佳都新太科技股份有限公司;600728.SH;431,195.64
云赛智联股份有限公司;600602.SH;420,991.84
北京光环新网科技股份有限公司;300383.SZ;407,716.87
哈尔滨工大高新技术产业开发股份有限公司;600701.SH;334,984.59
浙大网新科技股份有限公司;600797.SH;325,321.06
北京华宇软件股份有限公司;300271.SZ;233,814.51
博彦科技股份有限公司;002649.SZ;225,049.81
成都卫士通信息产业股份有限公司;002268.SZ;213,711.50
北京荣之联科技股份有限公司;002642.SZ;188,879.64
广东榕泰实业股份有限公司;600589.SH;164,337.37
国脉科技股份有限公司;002093.SZ;151,647.03
