公司名称;股票代码;营业总收入(万元)
中国平安保险(集团)股份有限公司;601318.SH;89,088,200.00
苏宁易购集团股份有限公司;002024.SZ;18,792,776.40
TCL集团股份有限公司;000100.SZ;11,172,744.20
重庆长安汽车股份有限公司;000625.SZ;8,001,220.52
中联重科股份有限公司;000157.SZ;2,327,289.37
泛海控股股份有限公司;000046.SZ;1,687,633.90
新华联文化旅游发展股份有限公司;000620.SZ;744,140.48
川化股份有限公司;000155.SZ;650,912.32
华谊兄弟传媒股份有限公司;300027.SZ;394,627.61
吉林吉恩镍业股份有限公司;600432.SH;313,002.57
江苏华西村股份有限公司;000936.SZ;284,238.73
浙江双环传动机械股份有限公司;002472.SZ;263,894.70
浙江水晶光电科技股份有限公司;002273.SZ;214,578.60
中山公用事业集团股份有限公司;000685.SZ;161,399.89
