公司名称;股票代码;营业总收入(万元)
海航科技股份有限公司;600751.SH;31,546,000.60
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
上海国际港务(集团)股份有限公司;600018.SH;3,742,394.62
宁波舟山港股份有限公司;601018.SH;1,818,291.70
中远海运发展股份有限公司;601866.SH;1,634,134.79
天津港股份有限公司;600717.SH;1,423,441.06
厦门港务发展股份有限公司;000905.SZ;1,371,269.73
中远海运能源运输股份有限公司;600026.SH;975,943.85
安徽皖江物流(集团)股份有限公司;600575.SH;955,598.40
大连港股份有限公司;601880.SH;903,164.34
上海外高桥集团股份有限公司;600648.SH;895,356.74
安通控股股份有限公司;600179.SH;676,062.19
重庆港九股份有限公司;600279.SH;632,053.84
锦州港股份有限公司;600190.SH;453,149.62
深圳赤湾港航股份有限公司;000022.SZ;245,621.88
珠海港股份有限公司;000507.SZ;186,063.64
深圳市盐田港股份有限公司;000088.SZ;34,377.89
