000036,"{'曾用名': '深惠中A、华联控股、G华联、华联控股、*ST华控', '独立董事': '张淼洪、朱力、刘战红、刘秀焰', '咨询服务机构': '广东信达律师事务所', '成立日期': '1994-01-29', '公司简称': '华联控股', '证券事务代表': '沈华', '会计师事务所': '大华会计师事务所(特殊普通合伙)', '公司全称': '华联控股股份有限公司', '股票代码': '000036', '所属行业': '不动产投资开发', '法定代表人': '董炳根', '公司英文名称': 'China Union Holdings Ltd.', '所属地域': '广东', '所属概念': '融资融券'}"
000037,"{'曾用名': '深南电A、G南电、深南电A、*ST南电A', '独立董事': '廖南钢、陈泽桐、莫建民', '咨询服务机构': '德恒(深圳)律师事务所', '成立日期': '1994-04-19', '公司简称': '深南电A', '证券事务代表': '--', '会计师事务所': '瑞华会计师事务所(特殊普通合伙)', '公司全称': '深圳南山热电股份有限公司', '股票代码': '000037', '所属行业': '电力（IV）', '法定代表人': '李新威', '公司英文名称': 'Shenzhen Nanshan Power Company Limited', '所属地域': '广东', '所属概念': '含B股、ST板块'}"
000038,"{'曾用名': '深大通A、ST深大通、深大通A、*ST大通、S*ST大通、*ST大通', '独立董事': '张世兴、赵息、皇甫晓涛', '咨询服务机构': '', '成立日期': '1994-02-02', '公司简称': '深大通', '证券事务代表': '吴文涛', '会计师事务所': '国富浩华会计师事务所(特殊普通合伙)', '公司全称': '深圳大通实业股份有限公司', '股票代码': '000038', '所属行业': '商业辅助服务', '法定代表人': '郝亮', '公司英文名称': 'Shenzhen Capstone Industrial Co., Ltd.', '所属地域': '广东', '所属概念': '--'}"
000039,"{'曾用名': '中集集团、G中集', '独立董事': '王桂埙、潘正启、潘承伟', '咨询服务机构': '北京市赛德天勤律师事务所', '成立日期': '1992-09-30', '公司简称': '中集集团', '证券事务代表': '王心九', '会计师事务所': '普华永道会计师事务所', '公司全称': '中国国际海运集装箱（集团）股份有限公司', '股票代码': '000039', '所属行业': '建材与构件', '法定代表人': '王宏', '公司英文名称': 'China International Marine Containers (Group) Co., Ltd.', '所属地域': '广东', '所属概念': '海工装备、含H股、海水淡化、融资融券'}"
000040,"{'曾用名': '深鸿基A、ST鸿基、*ST鸿基、ST鸿基、深鸿基A、G深鸿基、深鸿基、宝安地产', '独立董事': '李东昕、董志勇、陈爱珍、王立勇', '咨询服务机构': '广东晟典律师事务所', '成立日期': '1994-06-15', '公司简称': '东旭蓝天', '证券事务代表': '刘莹', '会计师事务所': '瑞华会计师事务所(特殊普通合伙)', '公司全称': '东旭蓝天新能源股份有限公司', '股票代码': '000040', '所属行业': '建筑施工', '法定代表人': '朱胜利', '公司英文名称': 'Tunghsu Azure Renewable Energy Co., Ltd.', '所属地域': '广东', '所属概念': '太阳能'}"
000042,"{'曾用名': '深长城A、G深长城、深长城', '独立董事': '钟鹏翼、张英、张立民', '咨询服务机构': '', '成立日期': '1994-09-03', '公司简称': '中洲控股', '证券事务代表': '黄光立', '会计师事务所': '德勤华永会计师事务所（特殊普通合伙）', '公司全称': '深圳市中洲投资控股股份有限公司', '股票代码': '000042', '所属行业': '不动产投资开发', '法定代表人': '姚日波', '公司英文名称': 'SHENZHEN CENTRALCON INVESTMENT HOLDING CO. LTD', '所属地域': '广东', '所属概念': '--'}"
000043,"{'曾用名': '深南光A、G深南光、深南光A', '独立董事': '郭明忠、华小宁、宋博通', '咨询服务机构': '广东信达律师事务所', '成立日期': '1994-09-08', '公司简称': '中航地产', '证券事务代表': '--', '会计师事务所': '瑞华会计师事务所（特殊普通合伙）', '公司全称': '中航地产股份有限公司', '股票代码': '000043', '所属行业': '不动产投资开发', '法定代表人': '石正林', '公司英文名称': 'AVIC Real Estate Holding Company Limited', '所属地域': '广东', '所属概念': '融资融券'}"
000045,"{'曾用名': '深纺织A、G深纺A', '独立董事': '贺强、蔡元庆、何祚文', '咨询服务机构': '', '成立日期': '1994-08-06', '公司简称': '深纺织A', '证券事务代表': '李振宇', '会计师事务所': '中勤万信会计师事务所有限公司', '公司全称': '深圳市纺织(集团)股份有限公司', '股票代码': '000045', '所属行业': '服装与服饰', '法定代表人': '朱军', '公司英文名称': 'Shenzhen Textile (Holdings) Co., Ltd.', '所属地域': '广东', '所属概念': '含B股'}"
000046,"{'曾用名': '南油物业、光彩建设、泛海建设、G泛海、泛海建设', '独立董事': '胡坚、朱慈蕴、余玉苗、孔爱国、徐信忠、陈飞翔', '咨询服务机构': '广东恒通程律师事务所', '成立日期': '1989-01-04', '公司简称': '泛海控股', '证券事务代表': '陆洋、李秀红', '会计师事务所': '立信会计师事务所(特殊普通合伙)', '公司全称': '泛海控股股份有限公司', '股票代码': '000046', '所属行业': '不动产投资开发', '法定代表人': '卢志强', '公司英文名称': 'OCEANWIDE HOLDINGS CO., LTD.', '所属地域': '北京', '所属概念': '融资融券'}"
000049,"{'曾用名': '深万山A、ST深万山、深万山A、ST万山、深万山、德赛电池、G德赛', '独立董事': '毕向东、韦岗、谭跃', '咨询服务机构': '深圳市金地律师事务所', '成立日期': '1995-02-18', '公司简称': '德赛电池', '证券事务代表': '--', '会计师事务所': '大华会计师事务所(特殊普通合伙)', '公司全称': '深圳市德赛电池科技股份有限公司', '股票代码': '000049', '所属行业': '电子电气组件与设备', '法定代表人': '刘其', '公司英文名称': 'Shenzhen Desay Battery Technology Co., Ltd.', '所属地域': '广东', '所属概念': '锂电池、苹果概念、融资融券'}"
000050,"{'曾用名': '深天马A、G深天马', '独立董事': '王苏生、陈泽桐、陈菡', '咨询服务机构': '广东华商律师事务所', '成立日期': '1995-02-26', '公司简称': '深天马A', '证券事务代表': '胡茜', '会计师事务所': '普华永道中天会计师事务所有限公司', '公司全称': '天马微电子股份有限公司', '股票代码': '000050', '所属行业': '电子电气组件与设备', '法定代表人': '陈宏良', '公司英文名称': 'Tianma Microelectronics Co., Ltd.', '所属地域': '广东', '所属概念': '触摸屏、国防军工、军工航天、苹果概念、融资融券、小米概念、虚拟现实'}"
000055,"{'曾用名': '深圳方大、方大A、G方大A、方大A', '独立董事': '邓磊、郭晋龙、郭万达', '咨询服务机构': '', '成立日期': '1994-03-31', '公司简称': '方大集团', '证券事务代表': '郭凌晨', '会计师事务所': '致同会计师事务所(特殊普通合伙)', '公司全称': '方大集团股份有限公司', '股票代码': '000055', '所属行业': '建材与构件', '法定代表人': '熊建明', '公司英文名称': 'China Fangda Group Co., Ltd.', '所属地域': '广东', '所属概念': '含B股、建筑节能、土地流转、太阳能'}"
