参控股名称;股票代码;报告期;持股比例(%)
乌拉特中旗甘其毛都华方国际物流有限公司;-;2018-01-23;100.00
乌拉特中旗甘其毛道金航国际物流有限公司;-;2018-01-23;100.00
乌拉特中旗甘其毛都嘉友国际物流有限公司;-;2018-01-23;100.00
内蒙古嘉友国际物流有限公司;-;2018-01-23;100.00
内蒙古万利贸易有限责任公司;-;2018-01-23;100.00
嘉泓国际物流(天津)有限公司;-;2018-01-23;100.00
达茂旗嘉友国际供应链贸易有限责任公司;-;2018-01-23;100.00
嘉友供应链(新疆)有限公司;-;2018-01-23;100.00
JASN INTERNATIONAL PTE.LTD.;-;2018-05-14;100.00
巴彦淖尔市临津物流有限公司;-;2018-01-23;80.00
中海嘉富国际物流(北京)有限公司;-;2018-01-23;49.00
