参控股名称;股票代码;报告期;持股比例(%)
深圳科蓝金信科技发展有限公司;-;2017-06-30;100.00
科蓝软体系统(香港)有限公司;-;2017-06-30;91.31
重庆巴云科技有限公司;-;2017-06-30;45.00
