参控股名称;股票代码;报告期;持股比例(%)
江苏玉龙能源装备有限公司;-;2017-12-31;100.00
伊犁玉龙钢管有限公司;-;2016-11-12;100.00
无锡玉龙精密钢管有限公司;-;2016-11-12;100.00
香港嘉仁实业发展有限公司;-;2016-11-12;100.00
四川玉龙钢管有限公司;-;2016-11-12;100.00
江苏玉龙钢管科技有限公司;-;2016-11-12;100.00
响水中油玉龙紫源天然气有限公司;-;2017-01-07;60.00
响水中油紫源燃气有限公司;-;2015-12-31;60.00
无锡中油玉龙防腐有限公司;-;2015-12-31;52.00
Yulong Steel Pipe(HK) InvestmentCO.,Limited;-;2017-12-31;51.00
Yulong Steel Pipe(Lekki) Investment FZE;-;2017-12-31;51.00
玉龙钢管(香港)投资有限公司;-;2017-08-15;51.00
江苏玉龙泰祜新材料科技有限公司;-;2017-12-31;48.00
天津玉汉尧石墨烯储能材料科技有限公司;-;2018-03-23;5.00
