供应商名称;股票代码;报告期;金额(万元)
甘肃省公路航空旅游投资集团有限公司;-;2016-12-31;111,734.24
上海金川国际贸易有限公司;-;2016-12-31;49,028.75
新兴发展(宁波)金属资源有限公司;-;2016-12-31;25,387.37
公航旅(兰州新区)国际贸易有限公司;-;2016-12-31;12,991.78
宣汉县骏德贸易有限公司;-;2016-12-31;2,651.79
