供应商名称;股票代码;报告期;金额(万元)
深圳市华富洋供应链有限公司;-;2016-12-31;36,073.00
长飞光纤光缆股份有限公司;6869.HK;2016-12-31;28,897.90
深圳市中兴康讯电子有限公司;-;2016-12-31;24,674.87
深圳市海思半导体有限公司;-;2016-12-31;8,391.59
深圳市睿德电子实业有限公司;-;2016-12-31;5,660.37
深圳市桑尔企业管理顾问股份有限公司;870459.OC;2017-12-31;159.68
