客户名称;股票代码;报告期;金额(万元)
日立(上海)贸易有限公司;-;2014-06-30;1,536.96
广东美的制冷设备有限公司;-;2014-06-30;969.53
青岛东方深蓝信息科技股份有限公司;837223.OC;2017-12-31;338.73
