客户名称;股票代码;报告期;金额(万元)
客户2060114;-;2017-06-30;2,217.24
客户2030178;-;2017-06-30;2,169.17
客户2020197;-;2017-06-30;1,131.27
客户2050046;-;2017-06-30;1,105.95
客户2030180;-;2017-06-30;952.97
