客户名称;股票代码;报告期;金额(万元)
沈阳航天三菱汽车发动机制造有限公司;-;2017-12-31;16,886.13
上海汽车集团股份有限公司;600104.SH;2017-12-31;15,180.48
长城汽车股份有限公司;601633.SH;2017-12-31;8,370.31
安徽江淮汽车集团股份有限公司;600418.SH;2017-12-31;6,341.38
浙江吉利控股集团汽车销售有限公司;-;2017-12-31;2,769.48
