客户名称;股票代码;报告期;金额(万元)
福建省闽侯德旺贸易有限公司;-;2014-12-31;6,604.78
福州旭磊贸易有限公司;-;2014-12-31;5,250.25
福建省南安市恒昌贸易有限公司;-;2014-12-31;4,530.05
永安市永和贸易有限公司;-;2014-12-31;4,306.08
