供应商名称;股票代码;报告期;金额(万元)
广州汉源新材料股份有限公司;838318.OC;2017-12-31;4,061.34
深圳市柳鑫实业股份有限公司;834201.OC;2017-12-31;4,012.20
江苏金力鸿供应链管理股份有限公司;839676.OC;2017-12-31;137.58
