供应商名称;股票代码;报告期;金额(万元)
兰州华冶技术工程股份有限公司;832777.OC;2017-12-31;2,311.74
辽宁环宇环保科技股份有限公司;837075.OC;2017-12-31;371.79
北京科路工业装备股份有限公司;836693.OC;2017-12-31;153.91
