供应商名称;股票代码;报告期;金额(万元)
德州市第五粮油仓库;-;2015-12-31;37,180.96
临清德能金玉米生物有限公司;-;2015-12-31;9,277.54
山东省禹城市新园热电有限公司;-;2015-12-31;5,711.73
国网山东禹城市供电公司;-;2015-12-31;4,337.33
广西雅美好绿色资源股份有限公司;870396.OC;2017-12-31;2,257.80
