客户名称;股票代码;报告期;金额(万元)
南宁化工集团有限公司;-;2016-12-31;13,917.68
沙洋博世科水务有限公司;-;2016-12-31;7,683.66
广西宾阳县鲲鹏水利投资有限公司;-;2016-12-31;6,085.76
花垣博世科水务有限公司;-;2016-12-31;5,435.61
中国能源建设集团广西电力设计研究院有限公司;-;2016-12-31;4,899.85
