客户名称;股票代码;报告期;金额(万元)
神州能源集团股份有限公司;837934.OC;2017-12-31;614.48
北京合创三众能源科技股份有限公司;430163.OC;2017-12-31;297.49
宁夏凯添燃气发展股份有限公司;831010.OC;2017-12-31;273.25
华清安泰(北京)科技股份有限公司;832326.OC;2017-12-31;209.42
