供应商名称;股票代码;报告期;金额(万元)
广东华劲集团;-;2017-12-31;23,129.19
佛山市南海长城金属有限公司;-;2017-12-31;12,100.74
河北立中有色金属集团有限公司;-;2017-12-31;9,731.11
国网江苏省电力公司南通供电公司;-;2017-12-31;3,652.50
台湾保来得股份有限公司;-;2017-12-31;2,652.57
