供应商名称;股票代码;报告期;金额(万元)
Celulosa Arauco y Constitucion S.A.;-;2017-12-31;28,160.40
Royal Golden Eagle;-;2017-12-31;19,945.71
国网浙江省电力公司衢州供电公司;-;2017-12-31;17,795.91
CMPC Pulp S.A.;-;2017-12-31;12,086.66
Canfor Pulp Ltd.;-;2017-12-31;11,899.59
