客户名称;股票代码;报告期;金额(万元)
绍兴柯桥海溢化纤有限公司;-;2017-06-30;4,822.28
吴江新民高纤有限公司;-;2017-06-30;3,462.71
吴江嘉嘉福喷气织品有限公司;-;2017-06-30;3,109.86
